order_id,symbol,time_frame,execute_timeframe,stop_timestamp,bar_number_after_stop,bar_timestamp,open,high,low,close,signalled_stop,signalled_target,target_touched_this_bar
164311,shriram_finance,6,twenty_five,2026-08-27 09:15:00,17,2026-08-28 10:05:00,1093.9,1097.6,1091.9,1097.0,1103.28,1153.7,False
164311,shriram_finance,6,twenty_five,2026-08-27 09:15:00,18,2026-08-28 10:30:00,1097.0,1097.0,1093.5,1094.0,1103.28,1153.7,False
164311,shriram_finance,6,twenty_five,2026-08-27 09:15:00,19,2026-08-28 10:55:00,1094.0,1094.6,1091.0,1091.1,1103.28,1153.7,False
164311,shriram_finance,6,twenty_five,2026-08-27 09:15:00,20,2026-08-28 11:20:00,1091.2,1091.8,1087.5,1088.5,1103.28,1153.7,False
164315,shree_cement,1,daily,2026-08-31 05:30:00,1,2026-09-01 05:30:00,23605.0,23800.0,23310.0,23490.0,23362.0,24760.0,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,1,2026-08-25 10:15:00,1075.6,1077.2,1072.5,1077.2,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,2,2026-08-25 11:15:00,1077.2,1081.5,1075.4,1080.5,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,3,2026-08-25 12:15:00,1080.4,1080.7,1076.5,1076.7,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,4,2026-08-25 13:15:00,1077.1,1080.3,1075.8,1079.7,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,5,2026-08-25 14:15:00,1079.8,1085.3,1078.1,1082.0,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,6,2026-08-25 15:15:00,1082.0,1087.4,1082.0,1087.4,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,7,2026-08-26 09:15:00,1083.3,1095.0,1082.4,1088.6,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,8,2026-08-26 10:15:00,1088.5,1089.8,1084.3,1088.0,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,9,2026-08-26 11:15:00,1088.1,1090.0,1084.7,1089.0,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,10,2026-08-26 12:15:00,1089.0,1089.6,1085.8,1086.5,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,11,2026-08-26 13:15:00,1086.6,1088.5,1085.6,1087.7,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,12,2026-08-26 14:15:00,1087.7,1090.4,1085.9,1088.1,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,13,2026-08-26 15:15:00,1088.0,1088.0,1085.0,1085.0,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,14,2026-08-27 09:15:00,1090.0,1107.0,1090.0,1091.4,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,15,2026-08-27 10:15:00,1091.7,1092.6,1086.6,1089.1,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,16,2026-08-27 11:15:00,1089.1,1089.8,1087.4,1088.6,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,17,2026-08-27 12:15:00,1088.6,1090.0,1084.2,1087.2,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,18,2026-08-27 13:15:00,1087.2,1087.4,1084.3,1086.2,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,19,2026-08-27 14:15:00,1086.2,1088.1,1083.5,1085.0,1074.94,1144.6,False
164317,bajaj_finance,2,sixty,2026-08-25 09:15:00,20,2026-08-27 15:15:00,1085.0,1085.0,1083.0,1083.0,1074.94,1144.6,False
164319,hdfcbank,2,sixty,2026-08-27 09:15:00,1,2026-08-27 10:15:00,720.8,720.85,718.05,718.1,717.681,759.54,False
164319,hdfcbank,2,sixty,2026-08-27 09:15:00,2,2026-08-27 11:15:00,718.1,718.25,710.0,711.4,717.681,759.54,False
164319,hdfcbank,2,sixty,2026-08-27 09:15:00,3,2026-08-27 12:15:00,711.4,717.55,710.4,717.2,717.681,759.54,False
