order_id,stock_tick,stock_id,country_id,time_frame,order_type,entry_price,stoploss_price,target_price,stock_quantity,purchased_cmp_date,purchased_on,order_status,is_trade_started,is_evaluated,entry_timestamp,completed_on,lstm_rf_model_prediction,lstm_rf_model_prob,arima_ab_model_prediction,arima_ab_model_prob
1620029,hero_motocorp,675,1,5,BUY,4570.35,4521.09,5281.57,100,2026-06-01T15:29,"2026-07-13 14:38:11","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620030,hyundai_motor_india,787,1,5,SELL,1913.53,1947.48,1841.51,100,2026-06-01T15:29,"2026-07-13 14:38:12","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -3395.0, 'loss_pct': -1.77}",1,1,"2026-06-04 09:40:00","2026-06-04 11:45:00",NULL,NULL,NULL,NULL
1620031,hindalco_industries,676,1,5,BUY,1132.4,1117.44,1187.17,100,2026-06-01T15:29,"2026-07-13 14:38:12","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1496.0, 'loss_pct': -1.32}",1,1,"2026-06-03 10:05:00","2026-06-04 14:15:00",NULL,NULL,NULL,NULL
1620032,icicibank,3,1,5,BUY,1199.2,1184.06,1312.15,100,2026-06-01T15:29,"2026-07-13 14:38:13","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620033,indusindbk,14,1,5,SELL,906.189,917.932,877.414,100,2026-06-01T15:29,"2026-07-13 14:38:15","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1174.3, 'loss_pct': -1.3}",1,1,"2026-06-02 10:05:00","2026-06-05 10:05:00",NULL,NULL,NULL,NULL
1620034,jindal_steel_power,804,1,5,BUY,1132.4,1097.02,1214.67,100,2026-06-01T15:29,"2026-07-13 14:38:16","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': -270.0, 'current_pct_change': -0.24}",1,0,"2026-06-10 09:50:00",NULL,NULL,NULL,NULL,NULL
1620035,jsw_steel,772,1,5,BUY,1245.27,1229.39,1298.02,100,2026-06-01T15:29,"2026-07-13 14:38:18","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620036,maruti_suzuki,706,1,5,BUY,12554.8,12158.5,13794,100,2026-06-01T15:29,"2026-07-13 14:38:22","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620037,pidilite_industries,785,1,5,BUY,1420.03,1403.31,1512.57,100,2026-06-01T15:29,"2026-07-13 14:38:23","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620038,sbi_life,724,1,5,SELL,1875.81,1935.9,1744,100,2026-06-01T15:29,"2026-07-13 14:38:25","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620039,shriram_finance,776,1,5,BUY,872.106,860.029,976.648,100,2026-06-01T15:29,"2026-07-13 14:38:26","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620040,tata_steel,739,1,5,BUY,204.857,202.286,214.113,100,2026-06-01T15:29,"2026-07-13 14:38:28","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -257.1, 'loss_pct': -1.26}",1,1,"2026-06-05 11:45:00","2026-06-05 13:50:00",NULL,NULL,NULL,NULL
1620041,varun_beverages,784,1,5,SELL,546.018,570.588,494.3,100,2026-06-01T15:29,"2026-07-13 14:38:32","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': 311.8, 'current_pct_change': 0.57}",1,0,"2026-06-16 13:55:00",NULL,NULL,NULL,NULL,NULL
