order_id,stock_tick,stock_id,country_id,time_frame,order_type,entry_price,stoploss_price,target_price,stock_quantity,purchased_cmp_date,purchased_on,order_status,is_trade_started,is_evaluated,entry_timestamp,completed_on,lstm_rf_model_prediction,lstm_rf_model_prob,arima_ab_model_prediction,arima_ab_model_prob
1620885,reliance,9,1,3,BUY,1220.33,1204.06,1266.12,100,2026-06-09T15:29,"2026-07-13 15:58:26","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620886,sbi_life,724,1,3,BUY,1722.58,1695.79,1807.7,100,2026-06-09T15:29,"2026-07-13 15:58:26","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 8512.0, 'profit_pct': 4.94}",1,1,"2026-06-10 15:15:00","2026-06-18 09:15:00",NULL,NULL,NULL,NULL
1620887,siemens,726,1,3,SELL,3669.49,3713.45,3593.9,100,2026-06-09T15:29,"2026-07-13 15:58:37","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -4396.0, 'loss_pct': -1.2}",1,1,"2026-06-17 11:15:00","2026-06-17 14:30:00",NULL,NULL,NULL,NULL
1620888,tata_consumer_products,735,1,3,SELL,1122.91,1135.5,1101.4,100,2026-06-09T15:29,"2026-07-13 15:58:48","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 2151.0, 'profit_pct': 1.92}",1,1,"2026-06-10 09:15:00","2026-06-10 09:15:00",NULL,NULL,NULL,NULL
1620889,tech_mahindra,741,1,3,BUY,1467.8,1449.78,1524,100,2026-06-09T15:29,"2026-07-13 15:59:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1802.0, 'loss_pct': -1.23}",1,1,"2026-06-11 09:15:00","2026-06-11 09:15:00",NULL,NULL,NULL,NULL
1620890,bajaj_finserv,642,1,1,SELL,1731.8,1764.92,1578.04,100,2026-06-10T15:29,"2026-07-13 15:59:33","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -3312.0, 'loss_pct': -1.91}",1,1,"2026-06-15 05:30:00","2026-06-16 05:30:00",NULL,NULL,NULL,NULL
1620891,dr_reddys_laboratories,662,1,1,BUY,1217,1187.38,1308.6,100,2026-06-10T15:29,"2026-07-13 15:59:36","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620892,hcl_technologies,668,1,1,BUY,1096.99,1007.85,1344.95,100,2026-06-10T15:29,"2026-07-13 15:59:36","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': 3721.0, 'current_pct_change': 3.39}",1,0,"2026-06-11 05:30:00",NULL,NULL,NULL,NULL,NULL
1620893,hindalco_industries,676,1,1,BUY,1042.96,1016.38,1146.4,100,2026-06-10T15:29,"2026-07-13 15:59:37","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -2658.0, 'loss_pct': -2.55}",1,1,"2026-06-12 05:30:00","2026-06-12 05:30:00",NULL,NULL,NULL,NULL
1620894,l_t,777,1,1,BUY,254.942,248.437,282.095,100,2026-06-10T15:29,"2026-07-13 15:59:40","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620895,jsw_steel,772,1,1,BUY,1263.89,1238.52,1356.06,100,2026-06-10T15:29,"2026-07-13 15:59:40","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -2537.0, 'loss_pct': -2.01}",1,1,"2026-06-11 05:30:00","2026-06-23 05:30:00",NULL,NULL,NULL,NULL
1620896,pnb,795,1,1,BUY,102.814,100.94,110.762,100,2026-06-10T15:29,"2026-07-13 15:59:42","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620897,recl,799,1,1,BUY,326.289,318.656,358.2,100,2026-06-10T15:29,"2026-07-13 15:59:42","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620898,tech_mahindra,741,1,1,BUY,1343.81,1291.48,1551.95,100,2026-06-10T15:29,"2026-07-13 15:59:45","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620899,wipro,752,1,1,BUY,173.41,169.099,197.72,100,2026-06-10T15:29,"2026-07-13 15:59:46","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -431.1, 'loss_pct': -2.49}",1,1,"2026-06-24 05:30:00","2026-07-02 05:30:00",NULL,NULL,NULL,NULL
1620900,abb_india,793,1,5,BUY,6710.55,6578.41,6993.5,100,2026-06-10T15:29,"2026-07-13 15:59:48","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 28295.0, 'profit_pct': 4.22}",1,1,"2026-06-11 10:10:00","2026-06-15 14:20:00",NULL,NULL,NULL,NULL
1620901,bajaj_finserv,642,1,5,BUY,1609.21,1591.62,1708.1,100,2026-06-10T15:29,"2026-07-13 15:59:51","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620902,canara_bank,653,1,5,BUY,132.418,130.126,138.353,100,2026-06-10T15:29,"2026-07-13 15:59:53","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -229.2, 'loss_pct': -1.73}",1,1,"2026-06-11 09:25:00","2026-06-11 13:35:00",NULL,NULL,NULL,NULL
1620903,coal_india,771,1,5,SELL,461.956,469.305,434.4,100,2026-06-10T15:29,"2026-07-13 15:59:54","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620904,dr_reddys_laboratories,662,1,5,SELL,1302.74,1326.26,1167.5,100,2026-06-10T15:29,"2026-07-13 15:59:55","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620905,godrej_consumer,665,1,5,BUY,1001.7,963.423,1122,100,2026-06-10T15:29,"2026-07-13 15:59:56","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620906,icici_lombard_gic,683,1,5,BUY,1643.91,1613.97,1767.2,100,2026-06-10T15:29,"2026-07-13 16:00:00","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620907,icicibank,3,1,5,BUY,1270.7,1253.94,1315.73,100,2026-06-10T15:29,"2026-07-13 16:00:01","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620908,irfc,783,1,5,SELL,95.9658,98.3361,88.3449,100,2026-06-10T15:29,"2026-07-13 16:00:02","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -237.03, 'loss_pct': -2.47}",1,1,"2026-06-12 13:45:00","2026-06-12 13:45:00",NULL,NULL,NULL,NULL
1620909,iocl,781,1,5,BUY,131.737,129.774,136.6,100,2026-06-10T15:29,"2026-07-13 16:00:02","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620910,jsw_energy,807,1,5,SELL,587.168,596.833,559.5,100,2026-06-10T15:29,"2026-07-13 16:00:03","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620911,jsw_steel,772,1,5,BUY,1245.27,1228.92,1302.58,100,2026-06-10T15:29,"2026-07-13 16:00:04","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620912,l_t,777,1,5,BUY,256.725,249.542,271.85,100,2026-06-10T15:29,"2026-07-13 16:00:04","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 1512.5, 'profit_pct': 5.89}",1,1,"2026-06-11 09:40:00","2026-06-12 11:45:00",NULL,NULL,NULL,NULL
1620913,maruti_suzuki,706,1,5,BUY,12554.8,12380.6,13137.3,100,2026-06-10T15:29,"2026-07-13 16:00:05","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620914,ongc,769,1,5,BUY,248.582,243.958,260.582,100,2026-06-10T15:29,"2026-07-13 16:00:07","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -462.4, 'loss_pct': -1.86}",1,1,"2026-06-11 13:55:00","2026-06-12 11:50:00",NULL,NULL,NULL,NULL
1620915,power_finance_corporation,792,1,5,BUY,411.066,406.551,422.35,100,2026-06-10T15:29,"2026-07-13 16:00:08","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620916,reliance,9,1,5,BUY,1221.78,1208.72,1282.4,100,2026-06-10T15:29,"2026-07-13 16:00:08","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620917,recl,799,1,5,BUY,335.553,331.538,350.323,100,2026-06-10T15:29,"2026-07-13 16:00:08","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620918,shree_cement,798,1,5,BUY,23184.7,22881.8,24415,100,2026-06-10T15:29,"2026-07-13 16:00:10","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620919,shriram_finance,776,1,5,BUY,872.106,859.911,901.598,100,2026-06-10T15:29,"2026-07-13 16:00:10","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620920,tata_consumer_products,735,1,5,SELL,1164.94,1177.36,1105.05,100,2026-06-10T15:29,"2026-07-13 16:00:13","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620921,ultratech_cement,747,1,5,BUY,10470.7,10295.2,10961,100,2026-06-10T15:29,"2026-07-13 16:00:18","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620922,ultratech_cement,747,1,5,SELL,11143.3,11268.8,10489.4,100,2026-06-10T15:29,"2026-07-13 16:00:18","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -12550.0, 'loss_pct': -1.13}",1,1,"2026-06-12 14:35:00","2026-06-12 14:35:00",NULL,NULL,NULL,NULL
1620923,united_spirits,796,1,5,BUY,1220.63,1207.35,1253.24,100,2026-06-10T15:29,"2026-07-13 16:00:18","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620924,adani_energy_solutions,802,1,25,SELL,1598.6,1622.07,1462.09,100,2026-06-10T15:29,"2026-07-13 16:00:21","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620925,adani_green,627,1,25,SELL,1532.09,1550.65,1460.75,100,2026-06-10T15:29,"2026-07-13 16:00:22","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620926,bajaj_finserv,642,1,25,BUY,1619.73,1593.02,1708.1,100,2026-06-10T15:29,"2026-07-13 16:00:28","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620927,britannia_industries,652,1,25,BUY,4614.05,4336.46,5279.5,100,2026-06-10T15:29,"2026-07-13 16:00:32","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620928,dr_reddys_laboratories,662,1,25,SELL,1304.05,1325.42,1188.1,100,2026-06-10T15:29,"2026-07-13 16:00:36","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620929,godrej_consumer,665,1,25,BUY,1003.7,987.93,1037.05,100,2026-06-10T15:29,"2026-07-13 16:00:38","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620930,grasim_industries,666,1,25,SELL,3123.51,3204.11,2848.2,100,2026-06-10T15:29,"2026-07-13 16:00:39","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': 111.0, 'current_pct_change': 0.04}",1,0,"2026-06-12 15:00:00",NULL,NULL,NULL,NULL,NULL
1620931,hindunilvr,2,1,25,SELL,2194.5,2243.1,2022.5,100,2026-06-10T15:29,"2026-07-13 16:00:42","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': -1540.0, 'current_pct_change': -0.7}",1,0,"2026-06-12 15:00:00",NULL,NULL,NULL,NULL,NULL
1620932,icicibank,3,1,25,BUY,1245.06,1210.89,1342.76,100,2026-06-10T15:29,"2026-07-13 16:00:44","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620933,icici_lombard_gic,683,1,25,BUY,1653.88,1624.83,1767.2,100,2026-06-10T15:29,"2026-07-13 16:00:44","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620934,iocl,781,1,25,BUY,133.54,130.552,140.5,100,2026-06-10T15:29,"2026-07-13 16:00:48","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620935,irfc,783,1,25,SELL,96.4144,98.2581,89.6272,100,2026-06-10T15:29,"2026-07-13 16:00:48","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -184.37, 'loss_pct': -1.91}",1,1,"2026-06-12 14:30:00","2026-06-12 14:30:00",NULL,NULL,NULL,NULL
1620936,jsw_energy,807,1,25,SELL,579.43,588.594,559.5,100,2026-06-10T15:29,"2026-07-13 16:00:49","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': 443.0, 'current_pct_change': 0.76}",1,0,"2026-06-17 14:30:00",NULL,NULL,NULL,NULL,NULL
1620937,nestle_india,712,1,25,SELL,1461.2,1482.55,1412.66,100,2026-06-10T15:29,"2026-07-13 16:00:53","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620938,maruti_suzuki,706,1,25,BUY,12807.2,12672.1,13104.4,100,2026-06-10T15:29,"2026-07-13 16:00:53","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620939,shriram_finance,776,1,25,BUY,873.608,860.844,942.9,100,2026-06-10T15:29,"2026-07-13 16:00:59","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620940,sbi_life,724,1,25,BUY,1696.44,1647.2,1807.7,100,2026-06-10T15:29,"2026-07-13 16:00:59","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620941,shree_cement,798,1,25,BUY,23175,22907.1,24020.5,100,2026-06-10T15:29,"2026-07-13 16:00:59","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620942,shree_cement,798,1,25,SELL,24293.5,24617.9,23475,100,2026-06-10T15:29,"2026-07-13 16:01:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -32440.0, 'loss_pct': -1.34}",1,1,"2026-06-12 13:45:00","2026-06-12 15:00:00",NULL,NULL,NULL,NULL
1620943,tata_consumer_products,735,1,25,BUY,1073.31,1057.23,1168.4,100,2026-06-10T15:29,"2026-07-13 16:01:01","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620944,tata_steel,739,1,25,BUY,188.743,186.009,194.752,100,2026-06-10T15:29,"2026-07-13 16:01:03","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620945,ultratech_cement,747,1,25,BUY,10470.7,10304.6,10961,100,2026-06-10T15:29,"2026-07-13 16:01:06","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620946,abb_india,793,1,2,BUY,6701.04,6627.08,6993.5,100,2026-06-10T15:29,"2026-07-13 16:01:09","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 29246.0, 'profit_pct': 4.36}",1,1,"2026-06-11 11:15:00","2026-06-16 09:15:00",NULL,NULL,NULL,NULL
1620947,abb_india,793,1,2,SELL,6982.51,7080.42,6705.58,100,2026-06-10T15:29,"2026-07-13 16:01:09","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -9791.0, 'loss_pct': -1.4}",1,1,"2026-06-16 09:15:00","2026-06-17 14:15:00",NULL,NULL,NULL,NULL
1620948,adani_enterprises,626,1,2,SELL,3091.15,3166.71,2850,100,2026-06-10T15:29,"2026-07-13 16:01:11","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620949,adani_green,627,1,2,SELL,1527.51,1577.98,1417.02,100,2026-06-10T15:29,"2026-07-13 16:01:11","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620950,adani_power,780,1,2,BUY,213.169,210.874,222.784,100,2026-06-10T15:29,"2026-07-13 16:01:13","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620951,ambuja_cement,791,1,2,BUY,400.049,394.232,414.632,100,2026-06-10T15:29,"2026-07-13 16:01:13","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620952,avenue_supermarts,779,1,2,SELL,4193.4,4245.35,3781.48,100,2026-06-10T15:29,"2026-07-13 16:01:16","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -5195.0, 'loss_pct': -1.24}",1,1,"2026-06-16 14:15:00","2026-06-17 09:15:00",NULL,NULL,NULL,NULL
1620953,bharti_airtel,766,1,2,BUY,1720.7,1666.44,1840.4,100,2026-06-10T15:29,"2026-07-13 16:01:22","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620954,bosch,651,1,2,SELL,39211.1,39687.6,34498.1,100,2026-06-10T15:29,"2026-07-13 16:01:22","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -47650.0, 'loss_pct': -1.22}",1,1,"2026-06-12 09:15:00","2026-06-15 10:15:00",NULL,NULL,NULL,NULL
1620955,bpcl,790,1,2,SELL,291.961,296.431,282.7,100,2026-06-10T15:29,"2026-07-13 16:01:22","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620956,cg_power_inds,801,1,2,BUY,882.071,871.673,913,100,2026-06-10T15:29,"2026-07-13 16:01:24","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620957,divis_laboratories,660,1,2,BUY,6520,6436.27,6801.2,100,2026-06-10T15:29,"2026-07-13 16:01:27","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620958,dr_reddys_laboratories,662,1,2,BUY,1215.92,1193.21,1293,100,2026-06-10T15:29,"2026-07-13 16:01:29","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620959,dr_reddys_laboratories,662,1,2,SELL,1300.35,1324.89,1218.41,100,2026-06-10T15:29,"2026-07-13 16:01:29","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620960,godrej_consumer,665,1,2,SELL,1095.4,1124.21,1010,100,2026-06-10T15:29,"2026-07-13 16:01:32","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620961,grasim_industries,666,1,2,SELL,3136.7,3203.12,2970.16,100,2026-06-10T15:29,"2026-07-13 16:01:32","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': 1590.0, 'current_pct_change': 0.51}",1,0,"2026-06-15 09:15:00",NULL,NULL,NULL,NULL,NULL
1620962,hdfcbank,1,1,2,BUY,732.848,725.247,771.847,100,2026-06-10T15:29,"2026-07-13 16:01:35","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620963,hdfcbank,1,1,2,SELL,783.35,802.953,737.94,100,2026-06-10T15:29,"2026-07-13 16:01:35","{'status': 'pending', 'reason': 'Still active', 'entry_hit': True, 'current_difference': -1400.0, 'current_pct_change': -1.79}",1,0,"2026-06-15 11:15:00",NULL,NULL,NULL,NULL,NULL
1620964,hindustan_aeronautics,677,1,2,BUY,4153.22,4080.95,4311.98,100,2026-06-10T15:29,"2026-07-13 16:01:38","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620965,icicibank,3,1,2,SELL,1335.5,1351.15,1275.58,100,2026-06-10T15:29,"2026-07-13 16:01:40","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1565.0, 'loss_pct': -1.17}",1,1,"2026-06-12 09:15:00","2026-06-15 09:15:00",NULL,NULL,NULL,NULL
1620966,indigo,688,1,2,BUY,4271.2,4137.16,4615.77,100,2026-06-10T15:29,"2026-07-13 16:01:42","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620967,infy,4,1,2,BUY,1103.25,1086.71,1157.26,100,2026-06-10T15:29,"2026-07-13 16:01:43","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620968,iocl,781,1,2,BUY,129.995,127.97,139.99,100,2026-06-10T15:29,"2026-07-13 16:01:44","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620969,itc,5,1,2,BUY,280.17,276.73,292.976,100,2026-06-10T15:29,"2026-07-13 16:01:45","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620970,jindal_steel_power,804,1,2,BUY,1097.8,1075.67,1186.91,100,2026-06-10T15:29,"2026-07-13 16:01:45","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620971,power_finance_corporation,792,1,2,BUY,422.583,418.026,435.092,100,2026-06-10T15:29,"2026-07-13 16:01:55","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -455.7, 'loss_pct': -1.08}",1,1,"2026-06-11 09:15:00","2026-06-11 09:15:00",NULL,NULL,NULL,NULL
1620972,power_grid_corporation,719,1,2,BUY,270.25,266.484,295.65,100,2026-06-10T15:29,"2026-07-13 16:01:55","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620973,sbi_life,724,1,2,BUY,1702.8,1684.84,1807.7,100,2026-06-10T15:29,"2026-07-13 16:01:58","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 10490.0, 'profit_pct': 6.16}",1,1,"2026-06-12 12:15:00","2026-06-18 09:15:00",NULL,NULL,NULL,NULL
1620974,shriram_finance,776,1,2,BUY,865.146,848.407,942.9,100,2026-06-10T15:29,"2026-07-13 16:02:00","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620975,state_bank_of_india,728,1,2,SELL,1016.97,1035.38,946.7,100,2026-06-10T15:29,"2026-07-13 16:02:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1841.0, 'loss_pct': -1.81}",1,1,"2026-06-12 09:15:00","2026-06-18 11:15:00",NULL,NULL,NULL,NULL
1620976,ultratech_cement,747,1,2,BUY,10502.7,10306.9,10961,100,2026-06-10T15:29,"2026-07-13 16:02:10","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620977,avenue_supermarts,779,1,6,BUY,3900.4,3851.69,4063.32,100,2026-06-10T15:29,"2026-07-13 16:02:25","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620978,bajaj_holdings,788,1,6,SELL,10215.3,10368.6,9795,100,2026-06-10T15:29,"2026-07-13 16:02:35","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -15330.0, 'loss_pct': -1.5}",1,1,"2026-06-12 15:10:00","2026-06-12 15:10:00",NULL,NULL,NULL,NULL
1620979,bharat_electronics,770,1,6,BUY,395.993,390.016,409.25,100,2026-06-10T15:29,"2026-07-13 16:02:37","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620980,dr_reddys_laboratories,662,1,6,BUY,1216.82,1193.91,1276.84,100,2026-06-10T15:29,"2026-07-13 16:02:58","{'status': 'not_triggered', 'reason': 'Entry not hit', 'entry_hit': False}",0,1,NULL,NULL,NULL,NULL,NULL,NULL
1620981,eicher_motors,663,1,6,BUY,7127.17,7041.43,7471.5,100,2026-06-10T15:29,"2026-07-13 16:02:58","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 34433.0, 'profit_pct': 4.83}",1,1,"2026-06-11 09:15:00","2026-06-15 09:15:00",NULL,NULL,NULL,NULL
1620982,hindalco_industries,676,1,6,BUY,1021.48,1009.71,1064.63,100,2026-06-10T15:29,"2026-07-13 16:03:11","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1177.0, 'loss_pct': -1.15}",1,1,"2026-06-12 09:15:00","2026-06-16 09:15:00",NULL,NULL,NULL,NULL
