order_id,trade_signal_id,stock_tick,stock_id,country_id,time_frame,order_type,entry_price,stoploss_price,target_price,stock_quantity,purchased_cmp_date,purchased_on,order_status,is_trade_started,is_evaluated,entry_timestamp,completed_on,lstm_rf_model_prediction,lstm_rf_model_prob,arima_ab_model_prediction,arima_ab_model_prob,expiry_date
21197,NULL,IOC,4463,1,25,SELL,180.379,184.06,170.1,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -368.1, 'loss_pct': -2.04}",1,1,"2024-07-26 09:15:00","2024-07-29 09:15:00",NULL,NULL,NA,0,25-08-2026
21198,NULL,IOC,4651,1,25,SELL,180.379,184.06,170.1,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -368.1, 'loss_pct': -2.04}",1,1,"2024-07-26 09:15:00","2024-07-29 09:15:00",NULL,NULL,NA,0,29-09-2026
21199,NULL,ITC,4278,1,25,SELL,446.729,454.372,427.464,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -764.3, 'loss_pct': -1.71}",1,1,"2024-07-08 13:45:00","2024-07-09 10:00:00",NULL,NULL,NA,0,28-07-2026
21201,NULL,MARICO,4297,1,25,SELL,538.142,544.446,512.642,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -630.4, 'loss_pct': -1.17}",1,1,"2024-05-06 15:15:00","2024-05-06 15:15:00",NULL,NULL,NA,0,28-07-2026
21202,NULL,MOTHERSON,4303,1,25,SELL,87.4386,90.3024,81.33,100,2024-05-07T15:29,"2024-05-07 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -286.38, 'loss_pct': -3.28}",1,1,"2024-05-08 14:45:00","2024-05-22 09:45:00",NULL,NULL,NA,0,28-07-2026
21206,NULL,MCX,4300,1,25,SELL,827.42,843.679,786.7,100,2024-05-08T15:29,"2024-05-08 15:29:00","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 4072.0, 'profit_pct': 4.92}",1,1,"2024-07-23 15:00:00","2024-07-23 15:00:00",NULL,NULL,NA,0,28-07-2026
21208,NULL,ITC,4278,1,25,SELL,442.9,454.596,409.508,100,2024-05-09T15:29,"2024-05-09 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1169.6, 'loss_pct': -2.64}",1,1,"2024-06-07 12:30:00","2024-07-09 10:00:00",NULL,NULL,NA,0,28-07-2026
21209,NULL,BHEL,4401,1,25,SELL,285.022,287.985,276.078,100,2024-05-09T15:29,"2024-05-09 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -296.3, 'loss_pct': -1.04}",1,1,"2024-05-13 12:15:00","2024-05-13 13:30:00",NULL,NULL,NA,0,25-08-2026
21210,NULL,MCX,4300,1,25,SELL,776.104,784.993,750.516,100,2024-05-09T15:29,"2024-05-09 15:29:00","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'profit_amount': 2558.8, 'profit_pct': 3.3}",1,1,"2024-05-10 10:00:00","2024-05-10 15:00:00",NULL,NULL,NA,0,28-07-2026
21215,NULL,MCX,4300,1,25,SELL,849.292,862.265,797.762,100,2024-05-17T15:29,"2024-05-17 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'loss_amount': -1297.3, 'loss_pct': -1.53}",1,1,"2024-07-25 15:00:00","2024-07-29 10:00:00",NULL,NULL,NA,0,28-07-2026
