order_id,trade_signal_id,stock_tick,stock_id,country_id,time_frame,order_type,entry_price,stoploss_price,target_price,stock_quantity,purchased_cmp_date,purchased_on,order_status,is_trade_started,is_evaluated,entry_timestamp,completed_on,lstm_rf_model_prediction,lstm_rf_model_prob,arima_ab_model_prediction,arima_ab_model_prob,expiry_date
48259,NULL,WIPRO,4371,1,4,SELL,239.47,242.912,229,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-06-06 15:15:00","2024-06-06 15:15:00",NULL,NULL,NA,0,28-07-2026
48260,NULL,WIPRO,4559,1,4,BUY,220.731,214.777,235.75,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-30 13:15:00","2024-06-04 11:10:00",NULL,NULL,NA,0,25-08-2026
48261,NULL,WIPRO,4747,1,4,BUY,222.333,216.807,235.99,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-30 12:25:00","2024-06-04 12:25:00",NULL,NULL,NA,0,29-09-2026
48263,NULL,CANBK,4596,1,4,BUY,629.843,621.606,649.568,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-03 11:50:00","2024-05-03 13:55:00",NULL,NULL,NA,0,29-09-2026
48264,NULL,ASHOKLEY,4573,1,4,BUY,97.9767,96.6592,102.066,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-10 14:50:00","2024-05-13 14:50:00",NULL,NULL,NA,0,29-09-2026
48266,NULL,MOTHERSON,4303,1,4,BUY,85.0975,83.9807,89.2892,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-06 13:10:00","2024-05-06 15:15:00",NULL,NULL,NA,0,28-07-2026
48267,NULL,MOTHERSON,4491,1,4,BUY,85.8586,84.0886,89.5959,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-07 09:15:00","2024-05-07 09:15:00",NULL,NULL,NA,0,25-08-2026
48268,NULL,COALINDIA,4601,1,4,BUY,427.991,419.197,464.336,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-06-04 11:40:00","2024-06-04 11:40:00",NULL,NULL,NA,0,29-09-2026
48269,NULL,COALINDIA,4225,1,4,BUY,445.918,439.907,464.433,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-09 13:10:00","2024-05-10 15:15:00",NULL,NULL,NA,0,28-07-2026
48270,NULL,ITC,4278,1,4,SELL,444.332,454.615,403.65,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-06 15:10:00","2024-06-04 11:00:00",NULL,NULL,NA,0,28-07-2026
48271,NULL,IOC,4275,1,4,SELL,177.234,181.427,163.427,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-31 15:20:00","2024-06-03 15:20:00",NULL,NULL,NA,0,28-07-2026
48273,NULL,CUMMINSIND,4230,1,4,BUY,3253.07,3202.22,3386.68,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-02 15:10:00","2024-05-02 15:10:00",NULL,NULL,NA,0,28-07-2026
48274,NULL,CUMMINSIND,4418,1,4,BUY,3230.84,3193.15,3344.25,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-02 14:35:00","2024-05-02 14:35:00",NULL,NULL,NA,0,25-08-2026
48275,NULL,GLENMARK,4433,1,4,BUY,1026,1010.69,1086.85,100,2024-05-01T15:29,"2024-05-01 15:29:00",BACKTEST_FAILED,1,1,"2024-05-07 10:10:00","2024-05-09 10:15:00",NULL,NULL,NA,0,25-08-2026
48280,NULL,CANBK,4596,1,4,BUY,628.9,621.679,647.747,100,2024-05-02T15:29,"2024-05-02 15:29:00",BACKTEST_FAILED,1,1,"2024-05-03 13:55:00","2024-05-03 13:55:00",NULL,NULL,NA,0,29-09-2026
48288,NULL,CANBK,4596,1,4,BUY,587.73,581.44,612.452,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_FAILED,1,1,"2024-05-07 09:50:00","2024-05-08 14:10:00",NULL,NULL,NA,0,29-09-2026
48289,NULL,CANBK,4220,1,4,BUY,580.419,574.458,604.324,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_FAILED,1,1,"2024-05-07 11:05:00","2024-05-07 11:05:00",NULL,NULL,NA,0,28-07-2026
48292,NULL,ITC,4278,1,4,SELL,445.668,451.64,433,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-06 15:10:00","2024-05-09 11:00:00",NULL,NULL,NA,0,28-07-2026
48293,NULL,IOC,4275,1,4,BUY,162.944,160.735,176.772,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_FAILED,1,1,"2024-05-07 11:10:00","2024-05-07 11:10:00",NULL,NULL,NA,0,28-07-2026
48295,NULL,ADANIENT,4377,1,4,BUY,2743,2658.09,3007.25,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-09 13:10:00","2024-05-14 15:15:00",NULL,NULL,NA,0,25-08-2026
48296,NULL,BHARTIARTL,4400,1,4,SELL,1345.18,1376.96,1255,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_FAILED,1,1,"2024-05-15 15:25:00","2024-05-22 15:25:00",NULL,NULL,NA,0,25-08-2026
48297,NULL,COFORGE,4226,1,4,SELL,907.976,920.619,847.747,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_FAILED,1,1,"2024-05-13 13:15:00","2024-05-14 15:20:00",NULL,NULL,NA,0,28-07-2026
48298,NULL,DABUR,4231,1,4,SELL,548.471,556.572,519.6,100,2024-05-03T15:29,"2024-05-03 15:29:00",BACKTEST_FAILED,1,1,"2024-05-06 15:20:00","2024-05-06 15:20:00",NULL,NULL,NA,0,28-07-2026
48301,NULL,BANKNIFTY,4585,1,4,BUY,47190.7,46648.6,49634,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_SUCCESS,1,1,"2024-06-04 11:10:00","2024-06-05 13:15:00",NULL,NULL,NA,0,29-09-2026
48308,NULL,HDFCBANK,4254,1,4,BUY,718.827,711.099,753.837,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-09 15:20:00","2024-05-23 15:20:00",NULL,NULL,NA,0,28-07-2026
48309,NULL,COALINDIA,4225,1,4,BUY,445.918,438.937,474.877,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_FAILED,1,1,"2024-05-09 13:10:00","2024-05-10 15:15:00",NULL,NULL,NA,0,28-07-2026
48310,NULL,BHEL,4589,1,4,BUY,280.37,272.715,315.928,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-09 13:35:00","2024-05-18 11:30:00",NULL,NULL,NA,0,29-09-2026
48311,NULL,IOC,4275,1,4,BUY,158.788,154.405,176.564,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_SUCCESS,1,1,"2024-05-09 13:15:00","2024-05-31 15:20:00",NULL,NULL,NA,0,28-07-2026
48313,NULL,BHARTIARTL,4212,1,4,SELL,1329.3,1356.14,1262.45,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_FAILED,1,1,"2024-05-15 15:20:00","2024-05-15 15:20:00",NULL,NULL,NA,0,28-07-2026
48315,NULL,COFORGE,4226,1,4,SELL,909.34,920.233,853.747,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_FAILED,1,1,"2024-05-13 13:15:00","2024-05-14 15:20:00",NULL,NULL,NA,0,28-07-2026
48316,NULL,DABUR,4419,1,4,BUY,535.802,529.626,575.32,100,2024-05-06T15:29,"2024-05-06 15:29:00",BACKTEST_FAILED,1,1,"2024-10-29 10:25:00","2024-11-11 11:30:00",NULL,NULL,NA,0,25-08-2026
48319,NULL,BANKNIFTY,4585,1,4,BUY,47190.7,46645.3,49428,100,2024-05-07T15:29,"2024-05-07 15:29:00",BACKTEST_SUCCESS,1,1,"2024-06-04 11:10:00","2024-06-05 13:15:00",NULL,NULL,NA,0,29-09-2026
48321,NULL,WIPRO,4371,1,4,SELL,239.47,249.337,218.73,100,2024-05-07T15:29,"2024-05-07 15:29:00",BACKTEST_FAILED,1,1,"2024-06-06 15:15:00","2024-06-20 15:15:00",NULL,NULL,NA,0,28-07-2026
48324,NULL,MOTHERSON,4303,1,4,SELL,85.5016,86.5598,81.9557,100,2024-05-07T15:29,"2024-05-07 15:29:00",BACKTEST_FAILED,1,1,"2024-05-08 13:10:00","2024-05-08 15:15:00",NULL,NULL,NA,0,28-07-2026
