order_id,trade_signal_id,stock_tick,stock_id,country_id,time_frame,order_type,entry_price,stoploss_price,target_price,stock_quantity,purchased_cmp_date,purchased_on,order_status,is_trade_started,is_evaluated,entry_timestamp,completed_on,lstm_rf_model_prediction,lstm_rf_model_prob,arima_ab_model_prediction,arima_ab_model_prob,expiry_date
61713,NULL,BHARTIARTL,4400,1,5,BUY,1283.82,1261.38,1339.9,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 15, 15, 25), 'profit_amount': 5608.0, 'profit_pct': 4.37}",1,1,"2024-05-03 12:55:00","2024-05-15 15:25:00",NULL,NULL,NA,0,25-08-2026
61714,NULL,COFORGE,4226,1,5,BUY,974.429,951.268,1029.33,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 2, 15, 20), 'loss_amount': -2316.1, 'loss_pct': -2.38}",1,1,"2024-05-02 15:20:00","2024-05-02 15:20:00",NULL,NULL,NA,0,28-07-2026
61715,NULL,CUMMINSIND,4418,1,5,BUY,3159.53,3118.03,3299.39,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'success', 'reason': 'Target hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 6, 4, 12, 30), 'profit_amount': 13986.0, 'profit_pct': 4.43}",1,1,"2024-06-04 12:30:00","2024-06-04 12:30:00",NULL,NULL,NA,0,25-08-2026
61716,NULL,DABUR,4231,1,5,SELL,534.247,545.343,503.755,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 6, 15, 20), 'loss_amount': -1109.6, 'loss_pct': -2.08}",1,1,"2024-05-02 14:05:00","2024-05-06 15:20:00",NULL,NULL,NA,0,28-07-2026
61717,NULL,JSWSTEEL,4282,1,5,BUY,856.483,846.631,897.539,100,2024-05-01T15:29,"2024-05-01 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 9, 12, 45), 'loss_amount': -985.2, 'loss_pct': -1.15}",1,1,"2024-05-07 11:05:00","2024-05-09 12:45:00",NULL,NULL,NA,0,28-07-2026
61718,NULL,COALINDIA,4601,1,5,BUY,440.66,432.012,466.237,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 6, 4, 12, 5), 'loss_amount': -864.8, 'loss_pct': -1.96}",1,1,"2024-06-04 12:05:00","2024-06-04 12:05:00",NULL,NULL,NA,0,29-09-2026
61719,NULL,IOC,4275,1,5,SELL,179.669,181.536,171.1,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 7, 26, 15, 20), 'loss_amount': -186.7, 'loss_pct': -1.04}",1,1,"2024-07-25 15:20:00","2024-07-26 15:20:00",NULL,NULL,NA,0,28-07-2026
61720,NULL,ADANIENT,4565,1,5,BUY,2893.2,2861.45,3053.88,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 6, 9, 55), 'loss_amount': -3175.0, 'loss_pct': -1.1}",1,1,"2024-05-06 09:30:00","2024-05-06 09:55:00",NULL,NULL,NA,0,29-09-2026
61721,NULL,ADANIENT,4377,1,5,SELL,3091.28,3157.41,2893.91,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 23, 11, 30), 'loss_amount': -6613.0, 'loss_pct': -2.14}",1,1,"2024-05-21 11:55:00","2024-05-23 11:30:00",NULL,NULL,NA,0,25-08-2026
61723,NULL,JSWSTEEL,4470,1,5,BUY,890.984,881.328,916,100,2024-05-02T15:29,"2024-05-02 15:29:00","{'status': 'failed', 'reason': 'Stoploss hit', 'entry_hit': True, 'completed_on': datetime.datetime(2024, 5, 3, 13, 40), 'loss_amount': -965.6, 'loss_pct': -1.08}",1,1,"2024-05-03 11:35:00","2024-05-03 13:40:00",NULL,NULL,NA,0,25-08-2026
